Date,Daily_Average_Value
2020-01-01,323.5
2020-01-02,254.20833333333334
2020-01-03,182.20833333333334
2020-01-04,202.83333333333334
2020-01-05,155.66666666666666
2020-01-06,129.33333333333334
2020-01-07,123.625
2020-01-08,89.0
2020-01-09,113.82608695652173
2020-01-10,150.0
2020-01-11,177.70833333333334
2020-01-12,202.875
2020-01-13,175.625
2020-01-14,106.45833333333333
2020-01-15,121.08333333333333
2020-01-16,148.45833333333334
2020-01-17,121.79166666666667
2020-01-18,134.79166666666666
2020-01-19,129.04166666666666
2020-01-20,181.33333333333334
2020-01-21,224.45833333333334
2020-01-22,166.66666666666666
2020-01-23,65.66666666666667
2020-01-24,92.0
2020-01-25,148.20833333333334
2020-01-26,171.375
2020-01-27,171.16666666666666
2020-01-28,108.375
2020-01-29,80.125
2020-01-30,96.25
2020-01-31,92.33333333333333
2020-02-01,110.41666666666667
2020-02-02,135.16666666666666
2020-02-03,132.91666666666666
2020-02-04,161.41666666666666
2020-02-05,127.66666666666667
2020-02-06,119.95833333333333
2020-02-07,144.0
2020-02-08,158.04545454545453
2020-02-09,162.29166666666666
2020-02-10,183.20833333333334
2020-02-11,166.58333333333334
2020-02-12,165.33333333333334
2020-02-13,94.70833333333333
2020-02-14,67.0
2020-02-15,94.58333333333333
2020-02-16,127.625
2020-02-17,155.95833333333334
2020-02-18,123.08333333333333
2020-02-19,117.58333333333333
2020-02-20,99.70833333333333
2020-02-21,39.666666666666664
2020-02-22,81.79166666666667
2020-02-23,77.16666666666667
2020-02-24,87.83333333333333
2020-02-25,157.08333333333334
2020-02-26,122.0
2020-02-27,96.20833333333333
2020-02-28,75.875
2020-02-29,47.833333333333336
2020-03-01,48.0
2020-03-02,91.58333333333333
2020-03-03,68.91666666666667
2020-03-04,56.75
2020-03-05,26.916666666666668
2020-03-06,19.681818181818183
2020-03-07,57.833333333333336
2020-03-08,90.0
2020-03-09,69.56521739130434
2020-03-10,65.875
2020-03-11,50.375
2020-03-12,56.833333333333336
2020-03-13,49.416666666666664
2020-03-14,43.583333333333336
2020-03-15,67.125
2020-03-16,67.75
2020-03-17,73.83333333333333
2020-03-18,59.166666666666664
2020-03-19,83.95833333333333
2020-03-20,86.5
2020-03-21,74.79166666666667
2020-03-22,55.875
2020-03-23,60.411764705882355
2020-03-24,37.916666666666664
2020-03-25,42.5
2020-03-26,35.916666666666664
2020-03-27,17.708333333333332
2020-03-28,21.041666666666668
2020-03-29,24.75
2020-03-30,43.041666666666664
2020-03-31,25.666666666666668
2020-04-01,32.583333333333336
2020-04-02,23.375
2020-04-03,41.208333333333336
2020-04-04,38.041666666666664
2020-04-05,52.125
2020-04-06,39.333333333333336
2020-04-07,37.0
2020-04-08,32.869565217391305
2020-04-09,45.583333333333336
2020-04-10,56.416666666666664
2020-04-11,39.291666666666664
2020-04-12,46.458333333333336
2020-04-13,60.791666666666664
2020-04-14,45.958333333333336
2020-04-15,52.333333333333336
2020-04-16,54.708333333333336
2020-04-17,25.458333333333332
2020-04-18,24.25
2020-04-19,42.0
2020-04-20,32.666666666666664
2020-04-21,39.041666666666664
2020-04-22,50.791666666666664
2020-04-23,44.125
2020-04-24,53.18181818181818
2020-04-25,64.6
2020-04-26,33.708333333333336
2020-04-27,28.625
2020-04-28,45.52173913043478
2020-04-29,48.666666666666664
2020-04-30,54.80952380952381
2020-05-01,48.05555555555556
2020-05-02,34.75
2020-05-03,30.083333333333332
2020-05-04,38.45
2020-05-05,43.30434782608695
2020-05-06,48.78947368421053
2020-05-07,13.0
2020-05-08,47.611111111111114
2020-05-09,55.083333333333336
2020-05-10,37.958333333333336
2020-05-11,49.958333333333336
2020-05-12,45.214285714285715
2020-05-13,60.95652173913044
2020-05-14,45.0
2020-05-15,83.94117647058823
2020-05-16,66.78260869565217
2020-05-17,91.625
2020-05-18,86.78947368421052
2020-05-19,85.26086956521739
2020-05-20,56.26086956521739
2020-05-21,56.375
2020-05-22,65.375
2020-05-23,52.458333333333336
2020-05-24,51.5
2020-05-25,58.0
2020-05-26,46.0
2020-05-27,43.05263157894737
2020-05-28,33.708333333333336
2020-05-29,25.0
2020-05-30,27.842105263157894
2020-05-31,18.791666666666668
2020-06-01,46.82608695652174
2020-06-02,35.94117647058823
2020-06-03,46.291666666666664
2020-06-04,66.21739130434783
2020-06-05,31.25
2020-06-07,25.5
2020-06-08,49.291666666666664
2020-06-09,55.15
2020-06-10,44.708333333333336
2020-06-11,53.130434782608695
2020-06-12,57.09090909090909
2020-06-13,48.31578947368421
2020-06-14,55.791666666666664
2020-06-15,50.583333333333336
2020-06-16,29.071428571428573
2020-06-17,27.782608695652176
2020-06-18,38.833333333333336
2020-06-19,59.666666666666664
2020-06-20,36.56521739130435
2020-06-21,43.166666666666664
2020-06-22,36.083333333333336
2020-06-23,24.0
2020-06-24,29.083333333333332
2020-06-25,35.17391304347826
2020-06-26,35.65
2020-06-27,44.208333333333336
2020-06-28,54.47826086956522
2020-06-29,32.65217391304348
2020-06-30,41.8421052631579
2020-07-01,48.166666666666664
2020-07-02,63.63636363636363
2020-07-03,55.416666666666664
2020-07-04,43.583333333333336
2020-07-05,25.26086956521739
2020-07-06,49.0
2020-07-07,13.130434782608695
2020-07-08,22.565217391304348
2020-07-09,27.333333333333332
2020-07-10,19.875
2020-07-11,22.083333333333332
2020-07-12,16.041666666666668
2020-07-13,29.541666666666668
2020-07-14,41.833333333333336
2020-07-15,31.75
2020-07-16,28.875
2020-07-17,45.625
2020-07-18,34.416666666666664
2020-07-19,17.291666666666668
2020-07-20,16.375
2020-07-21,22.458333333333332
2020-07-22,16.291666666666668
2020-07-23,37.291666666666664
2020-07-24,28.833333333333332
2020-07-25,28.958333333333332
2020-07-26,36.125
2020-07-27,24.5
2020-07-28,22.666666666666668
2020-07-29,20.916666666666668
2020-07-30,15.625
2020-07-31,33.6
2020-08-02,25.5
2020-08-03,18.375
2020-08-04,25.083333333333332
2020-08-05,58.0
2020-08-06,11.0
2020-08-07,25.695652173913043
2020-08-08,42.916666666666664
2020-08-09,24.0
2020-08-10,25.91304347826087
2020-08-11,34.0
2020-08-12,19.933333333333334
2020-08-13,13.208333333333334
2020-08-14,20.708333333333332
2020-08-15,24.36842105263158
2020-08-16,18.695652173913043
2020-08-17,26.041666666666668
2020-08-18,20.0
2020-08-19,19.333333333333332
2020-08-20,19.375
2020-08-21,15.272727272727273
2020-08-22,12.857142857142858
2020-08-23,15.166666666666666
2020-08-24,12.75
2020-08-25,16.166666666666668
2020-08-26,12.956521739130435
2020-08-27,17.130434782608695
2020-08-28,22.458333333333332
2020-08-29,26.208333333333332
2020-08-30,4.5
2020-08-31,9.541666666666666
2020-09-01,13.916666666666666
2020-09-02,22.0
2020-09-03,31.875
2020-09-04,39.0
2020-09-05,14.380952380952381
2020-09-06,31.416666666666668
2020-09-07,37.23809523809524
2020-09-08,35.458333333333336
2020-09-09,50.125
2020-09-10,57.61538461538461
2020-09-11,53.13333333333333
2020-09-12,55.53846153846154
2020-09-13,61.54545454545455
2020-09-14,67.38461538461539
2020-09-15,58.208333333333336
2020-09-16,62.44444444444444
2020-09-17,41.46153846153846
2020-09-18,37.6
2020-09-19,55.35
2020-09-20,59.25
2020-09-21,60.333333333333336
2020-09-22,25.347826086956523
2020-09-23,21.434782608695652
2020-09-24,38.80952380952381
2020-09-25,61.81818181818182
2020-09-26,45.75
2020-09-27,41.5
2020-09-28,62.666666666666664
2020-09-29,64.45833333333333
2020-09-30,53.583333333333336
2020-10-01,58.0
2020-10-02,71.43478260869566
2020-10-03,70.82608695652173
2020-10-04,99.0
2020-10-05,63.91304347826087
2020-10-06,69.58333333333333
2020-10-07,77.04166666666667
2020-10-08,75.83333333333333
2020-10-09,84.22727272727273
2020-10-10,90.83333333333333
2020-10-11,91.45833333333333
2020-10-12,116.66666666666667
2020-10-13,116.16666666666667
2020-10-14,118.08333333333333
2020-10-15,112.16666666666667
2020-10-16,94.5
2020-10-17,125.125
2020-10-18,101.66666666666667
2020-10-19,106.56521739130434
2020-10-20,93.08333333333333
2020-10-21,87.0
2020-10-22,160.66666666666666
2020-10-23,189.13636363636363
2020-10-24,162.0
2020-10-25,160.65217391304347
2020-10-26,186.79166666666666
2020-10-27,141.95833333333334
2020-10-28,197.20833333333334
2020-10-29,211.58333333333334
2020-10-30,248.79166666666666
2020-10-31,266.7916666666667
2020-11-01,186.95833333333334
2020-11-02,132.14285714285714
2020-11-03,178.0
2020-11-04,350.8695652173913
2020-11-05,234.875
2020-11-06,267.42857142857144
2020-11-07,268.6666666666667
2020-11-08,341.5833333333333
2020-11-09,609.125
2020-11-10,349.3333333333333
2020-11-11,116.54166666666667
2020-11-12,175.875
2020-11-13,205.29166666666666
2020-11-14,399.82608695652175
2020-11-15,214.30434782608697
2020-11-16,82.75
2020-11-17,83.83333333333333
2020-11-18,118.875
2020-11-19,131.0909090909091
2020-11-20,136.83333333333334
2020-11-21,130.23809523809524
2020-11-22,127.15384615384616
2020-11-23,175.5
2020-11-24,234.1818181818182
2020-11-25,255.08695652173913
2020-11-26,111.46153846153847
2020-11-27,96.20833333333333
2020-11-28,121.16666666666667
2020-11-29,129.25
2020-11-30,171.8695652173913
2020-12-01,214.3913043478261
2020-12-02,194.45833333333334
2020-12-03,196.0
2020-12-04,231.95454545454547
2020-12-05,251.5
2020-12-06,254.08333333333334
2020-12-07,270.125
2020-12-08,192.6
2020-12-09,161.8695652173913
2020-12-10,117.94117647058823
2020-12-11,151.92307692307693
2020-12-13,87.19047619047619
2020-12-14,92.04166666666667
2020-12-15,132.25
2020-12-16,132.04166666666666
2020-12-17,160.08333333333334
2020-12-18,140.04347826086956
2020-12-19,194.8181818181818
2020-12-20,177.04166666666666
2020-12-21,233.3181818181818
2020-12-22,294.75
2020-12-23,354.2916666666667
2020-12-24,298.1666666666667
2020-12-25,202.25
2020-12-26,204.25
2020-12-27,226.83333333333334
2020-12-28,102.6086956521739
2020-12-29,135.83333333333334
2020-12-30,189.875
2020-12-31,276.2083333333333
2021-01-01,401.8181818181818
2021-01-02,358.0
2021-01-03,114.78260869565217
2021-01-04,77.0
2021-01-05,81.375
2021-01-06,147.125
2021-01-07,121.79166666666667
2021-01-08,168.29166666666666
2021-01-09,163.41666666666666
2021-01-10,140.91666666666666
2021-01-11,135.875
2021-01-12,219.25
2021-01-13,277.75
2021-01-14,439.0
2021-01-15,398.0
2021-01-16,247.625
2021-01-17,262.2083333333333
2021-01-18,261.0833333333333
2021-01-19,240.95833333333334
2021-01-20,154.125
2021-01-21,152.125
2021-01-22,240.375
2021-01-23,193.25
2021-01-24,226.83333333333334
2021-01-25,197.375
2021-01-26,175.375
2021-01-27,181.08333333333334
2021-01-28,288.375
2021-01-29,181.0
2021-01-30,150.1818181818182
2021-01-31,147.58333333333334
2021-02-01,420.0
2021-02-02,216.2173913043478
2021-02-03,174.5
2021-02-04,121.75
2021-02-05,88.70833333333333
2021-02-06,120.3
2021-02-07,163.16666666666666
2021-02-08,187.79166666666666
2021-02-09,168.83333333333334
2021-02-10,151.27777777777777
2021-02-11,199.66666666666666
2021-02-12,221.66666666666666
2021-02-13,172.375
2021-02-14,187.54166666666666
2021-02-15,205.0
2021-02-16,171.56521739130434
2021-02-17,161.79166666666666
2021-02-18,138.52173913043478
2021-02-22,123.0
2021-02-23,79.54166666666667
2021-02-24,114.66666666666667
2021-02-25,136.83333333333334
2021-02-26,106.0
2021-02-27,77.5
2021-02-28,54.69230769230769
2021-03-01,69.83333333333333
2021-03-02,62.166666666666664
2021-03-03,182.0
2021-03-04,102.95238095238095
2021-03-05,95.45454545454545
2021-03-06,107.875
2021-03-07,93.625
2021-03-08,127.04166666666667
2021-03-09,97.73333333333333
2021-03-10,94.375
2021-03-11,96.26315789473684
2021-03-12,55.458333333333336
2021-03-13,98.79166666666667
2021-03-14,83.79166666666667
2021-03-15,102.33333333333333
2021-03-16,116.29166666666667
2021-03-17,109.0
2021-03-18,133.6818181818182
2021-03-19,90.95833333333333
2021-03-20,105.29166666666667
2021-03-21,91.70833333333333
2021-03-22,77.625
2021-03-23,48.21739130434783
2021-03-24,67.1304347826087
2021-03-25,46.31578947368421
2021-03-26,82.83333333333333
2021-03-27,78.75
2021-03-28,88.5
2021-03-29,69.58333333333333
2021-03-30,76.91666666666667
2021-03-31,53.76190476190476
2021-04-01,49.333333333333336
2021-04-02,88.0
2021-04-03,42.59090909090909
2021-04-04,66.08333333333333
2021-04-05,80.83333333333333
2021-04-06,124.52631578947368
2021-04-07,54.11764705882353
2021-04-08,62.0
2021-04-09,58.583333333333336
2021-04-10,77.79166666666667
2021-04-11,77.125
2021-04-12,102.41666666666667
2021-04-13,88.0909090909091
2021-04-14,63.833333333333336
2021-04-15,80.0909090909091
2021-04-16,38.583333333333336
2021-04-17,42.166666666666664
2021-04-18,59.083333333333336
2021-04-19,61.541666666666664
2021-04-20,52.083333333333336
2021-04-21,51.75
2021-04-22,40.291666666666664
2021-04-23,41.77777777777778
2021-04-24,28.666666666666668
2021-04-27,134.8235294117647
2021-04-28,159.91666666666666
2021-04-29,129.8695652173913
2021-04-30,106.79166666666667
2021-05-01,96.11111111111111
2021-05-02,60.0
2021-05-03,116.6086956521739
2021-05-04,55.0
2021-05-05,63.523809523809526
2021-05-06,57.36842105263158
2021-05-07,62.94444444444444
2021-05-08,55.17391304347826
2021-05-09,49.869565217391305
2021-05-10,56.3
2021-05-11,39.8
2021-05-12,37.125
2021-05-13,37.9
2021-05-14,28.0
2021-05-15,53.904761904761905
2021-05-16,51.416666666666664
2021-05-17,63.40909090909091
2021-05-18,25.857142857142858
2021-05-19,14.0
2021-05-20,29.352941176470587
2021-05-21,23.59090909090909
2021-05-22,18.88888888888889
2021-05-24,72.0
2021-05-25,37.523809523809526
2021-05-27,42.36363636363637
2021-05-28,22.5
2021-05-29,18.333333333333332
2021-05-30,22.0
2021-05-31,35.6875
2021-06-01,13.0
2021-06-02,46.5
2021-06-03,67.8
2021-06-04,43.45
2021-06-05,40.833333333333336
2021-06-06,36.91304347826087
2021-06-07,62.791666666666664
2021-06-08,57.57142857142857
2021-06-10,22.375
2021-06-11,45.8
2021-06-12,32.69565217391305
2021-06-13,43.714285714285715
2021-06-14,31.666666666666668
2021-06-15,26.5
2021-06-16,43.5
2021-06-17,34.333333333333336
2021-06-18,19.333333333333332
2021-06-19,23.142857142857142
2021-06-20,25.958333333333332
2021-06-21,37.416666666666664
2021-06-22,47.1578947368421
2021-06-23,67.58823529411765
2021-06-24,48.81818181818182
2021-06-25,42.35
2021-06-26,49.25
2021-06-27,71.20833333333333
2021-06-28,71.0
2021-06-29,65.42857142857143
2021-06-30,27.0
2021-07-01,27.0
2021-07-02,48.63157894736842
2021-07-03,38.5
2021-07-04,45.083333333333336
2021-07-05,42.833333333333336
2021-07-06,46.5
2021-07-07,55.0
2021-07-08,41.27777777777778
2021-07-09,46.95454545454545
2021-07-10,26.0
2021-07-12,27.4
2021-07-13,29.333333333333332
2021-07-14,28.2
2021-07-15,38.625
2021-07-16,37.416666666666664
2021-07-17,32.9375
2021-07-18,26.304347826086957
2021-07-19,12.076923076923077
2021-07-20,27.0
2021-07-21,34.5
2021-07-22,25.75
2021-07-23,29.791666666666668
2021-07-24,36.541666666666664
2021-07-25,29.444444444444443
2021-08-03,20.63157894736842
2021-08-04,13.8
2021-08-05,31.736842105263158
2021-08-06,47.208333333333336
2021-08-07,38.416666666666664
2021-08-08,54.7
2021-08-09,45.041666666666664
2021-08-10,32.416666666666664
2021-08-11,26.166666666666668
2021-08-12,28.333333333333332
2021-08-13,27.083333333333332
2021-08-14,26.833333333333332
2021-08-15,31.541666666666668
2021-08-16,32.833333333333336
2021-08-17,45.583333333333336
2021-08-18,52.375
2021-08-19,72.3529411764706
2021-08-20,28.833333333333332
2021-08-21,19.5
2021-08-22,34.875
2021-08-23,29.291666666666668
2021-08-24,43.291666666666664
2021-08-25,23.625
2021-08-26,29.958333333333332
2021-08-27,45.166666666666664
2021-08-28,41.458333333333336
2021-08-29,40.708333333333336
2021-08-30,17.0
2021-08-31,21.043478260869566
2021-09-01,18.875
2021-09-02,19.083333333333332
2021-09-03,19.416666666666668
2021-09-04,23.833333333333332
2021-09-05,40.166666666666664
2021-09-06,36.25
2021-09-07,37.291666666666664
2021-09-08,19.125
2021-09-09,28.875
2021-09-10,24.208333333333332
2021-09-11,16.583333333333332
2021-09-12,29.5
2021-09-13,29.833333333333332
2021-09-14,21.916666666666668
2021-09-15,16.916666666666668
2021-09-16,17.75
2021-09-17,20.458333333333332
2021-09-18,31.375
2021-09-19,24.458333333333332
2021-09-20,25.875
2021-09-21,26.416666666666668
2021-09-22,23.458333333333332
2021-09-23,19.833333333333332
2021-09-24,25.0
2021-09-25,36.041666666666664
2021-09-26,37.958333333333336
2021-09-27,54.68421052631579
2021-09-28,35.916666666666664
2021-09-29,37.0
2021-09-30,33.21739130434783
2021-10-01,46.166666666666664
2021-10-02,46.5
2021-10-03,28.166666666666668
2021-10-04,26.916666666666668
2021-10-05,37.25
2021-10-06,49.333333333333336
2021-10-07,69.0
2021-10-08,72.58333333333333
2021-10-09,58.7
2021-10-10,58.75
2021-10-11,53.291666666666664
2021-10-12,73.3
2021-10-14,74.42857142857143
2021-10-15,104.41666666666667
2021-10-16,185.33333333333334
2021-10-17,66.875
2021-10-18,17.75
2021-10-19,70.91666666666667
2021-10-20,95.54166666666667
2021-10-21,57.916666666666664
2021-10-22,45.25
2021-10-23,53.041666666666664
2021-10-24,50.333333333333336
2021-10-25,53.166666666666664
2021-10-26,73.625
2021-10-27,121.16666666666667
2021-10-28,123.66666666666667
2021-10-29,156.0
2021-10-30,122.78260869565217
2021-10-31,107.91666666666667
2021-11-01,123.875
2021-11-02,127.66666666666667
2021-11-03,155.45833333333334
2021-11-04,342.94736842105266
2021-11-05,379.6875
2021-11-06,337.6666666666667
2021-11-07,220.08333333333334
2021-11-08,255.41666666666666
2021-11-09,232.08333333333334
2021-11-10,238.04166666666666
2021-11-11,303.6666666666667
2021-11-12,407.8333333333333
2021-11-13,244.95833333333334
2021-11-14,153.20833333333334
2021-11-15,226.41666666666666
2021-11-16,243.58333333333334
2021-11-17,159.5
2021-11-18,194.41666666666666
2021-11-19,217.75
2021-11-20,215.41666666666666
2021-11-21,188.91666666666666
2021-11-22,133.91666666666666
2021-11-23,148.79166666666666
2021-11-24,214.0
2021-11-25,247.04166666666666
2021-11-26,249.20833333333334
2021-11-27,228.0
2021-11-28,354.0
2021-11-29,201.6086956521739
2021-11-30,180.25
2021-12-01,262.2916666666667
2021-12-02,250.66666666666666
2021-12-03,226.08333333333334
2021-12-04,139.58333333333334
2021-12-05,179.875
2021-12-06,135.625
2021-12-07,118.91666666666667
2021-12-08,118.125
2021-12-09,155.95833333333334
2021-12-10,149.875
2021-12-11,107.875
2021-12-12,126.08333333333333
2021-12-13,162.95833333333334
2021-12-14,221.33333333333334
2021-12-15,179.33333333333334
2021-12-16,205.70833333333334
2021-12-17,163.45833333333334
2021-12-18,143.04166666666666
2021-12-19,172.375
2021-12-20,177.04166666666666
2021-12-21,243.54166666666666
2021-12-22,280.7916666666667
2021-12-23,330.6666666666667
2021-12-24,277.4166666666667
2021-12-25,351.4166666666667
2021-12-26,341.0833333333333
2021-12-27,102.66666666666667
2021-12-28,92.0
2021-12-29,142.6086956521739
2021-12-30,170.08333333333334
2021-12-31,202.1818181818182
2022-01-01,243.70833333333334
2022-01-02,270.4583333333333
2022-01-03,233.375
2022-01-04,201.25
2022-01-05,248.54166666666666
2022-01-06,117.29166666666667
2022-01-07,69.45833333333333
2022-01-08,43.083333333333336
2022-01-09,54.291666666666664
2022-01-10,125.04166666666667
2022-01-11,104.375
2022-01-12,155.875
2022-01-13,243.70833333333334
2022-01-14,217.29166666666666
2022-01-15,148.16666666666666
2022-01-16,193.41666666666666
2022-01-17,189.25
2022-01-18,210.04166666666666
2022-01-19,226.75
2022-01-20,272.0833333333333
2022-01-21,195.08333333333334
2022-01-22,111.95833333333333
2022-01-23,121.54166666666667
2022-01-24,125.83333333333333
2022-01-25,112.66666666666667
2022-01-26,136.0
2022-01-27,120.0
2022-01-28,118.8695652173913
2022-01-29,124.66666666666667
2022-01-30,159.75
2022-01-31,231.20833333333334
2022-02-01,224.75
2022-02-02,173.5
2022-02-03,141.625
2022-02-04,70.33333333333333
2022-02-05,127.58333333333333
2022-02-06,115.82608695652173
2022-02-07,99.33333333333333
2022-02-08,132.75
2022-02-09,72.70833333333333
2022-02-10,76.58333333333333
2022-02-11,81.79166666666667
2022-02-12,91.70833333333333
2022-02-13,101.04166666666667
2022-02-14,83.16666666666667
2022-02-15,78.875
2022-02-16,117.66666666666667
2022-02-17,104.58333333333333
2022-02-18,88.70833333333333
2022-02-19,76.41666666666667
2022-02-20,82.875
2022-02-21,68.875
2022-02-22,82.875
2022-02-23,118.9090909090909
2022-02-24,138.58333333333334
2022-02-25,91.79166666666667
2022-02-26,12.0
2022-02-27,31.956521739130434
2022-02-28,54.083333333333336
2022-03-01,87.08333333333333
2022-03-02,94.54166666666667
2022-03-03,71.20833333333333
2022-03-04,65.04166666666667
2022-03-05,55.208333333333336
2022-03-06,74.75
2022-03-07,98.75
2022-03-08,92.45833333333333
2022-03-09,54.375
2022-03-10,61.25
2022-03-11,76.91666666666667
2022-03-12,79.66666666666667
2022-03-13,84.45833333333333
2022-03-14,104.54166666666667
2022-03-15,98.66666666666667
2022-03-16,78.25
2022-03-17,122.75
2022-03-18,108.5
2022-03-19,95.58333333333333
2022-03-20,79.70833333333333
2022-03-21,111.625
2022-03-22,69.94736842105263
2022-03-24,76.5
2022-03-25,74.66666666666667
2022-03-26,82.0909090909091
2022-03-27,79.95833333333333
2022-03-28,116.0
2022-03-29,81.1304347826087
2022-03-30,93.75
2022-03-31,114.16666666666667
2022-04-01,88.56521739130434
2022-04-02,85.5
2022-04-03,93.91666666666667
2022-04-04,97.125
2022-04-05,94.79166666666667
2022-04-06,117.125
2022-04-07,102.91666666666667
2022-04-08,77.20833333333333
2022-04-09,88.04166666666667
2022-04-10,96.70833333333333
2022-04-11,87.29166666666667
2022-04-12,75.54166666666667
2022-04-13,83.58333333333333
2022-04-14,68.0
2022-04-15,74.625
2022-04-16,85.125
2022-04-17,94.08333333333333
2022-04-18,93.70833333333333
2022-04-19,120.375
2022-04-20,87.45833333333333
2022-04-21,72.5
2022-04-22,72.75
2022-04-23,105.29166666666667
2022-04-24,129.25
2022-04-25,72.41666666666667
2022-04-26,119.625
